sample_id,sample_seed,valid_for_cost,failure_reason,mapping_csv,TR2_composite_cost,T1_pe_peak_temp_K,T3_temp_std_K,T5_over_throttle_count,P1_makespan_s,P3_dvfs_penalty_pct,C1_total_comm_cost,raw_congestion_cost,raw_load_imbalance,E7_pe_optical_comm_energy_J,run_ok,temperature_source,parsed_pe_count,assignment
1844,1844,True,,gemm\random\mappings\sample_1844_seed_1844.csv,6.108831867751158,327.77919835676,1.6897876083454606,2,0.0001682029,0.23466256250000003,193536.0,25600.0,1.4407855584209481,0.0018030947591152733,True,vec,16,"{""1"": 3, ""2"": 12, ""3"": 12, ""4"": 15, ""5"": 14, ""6"": 5, ""7"": 13, ""8"": 8, ""9"": 1, ""10"": 7}"
1845,1845,True,,gemm\random\mappings\sample_1845_seed_1845.csv,5.327682434797223,325.92665199755,1.3710675135990595,0,0.0001666468,0.0,128000.0,20480.0,2.532632414203531,0.0017825590185770361,True,vec,16,"{""1"": 2, ""2"": 12, ""3"": 12, ""4"": 6, ""5"": 6, ""6"": 2, ""7"": 10, ""8"": 2, ""9"": 9, ""10"": 1}"
1846,1846,True,,gemm\random\mappings\sample_1846_seed_1846.csv,5.402401327670832,325.90590622653,1.362048735328593,0,0.0001666967,0.0,109568.0,27648.0,2.202539178734378,0.0017829297300115275,True,vec,16,"{""1"": 15, ""2"": 13, ""3"": 13, ""4"": 11, ""5"": 4, ""6"": 13, ""7"": 3, ""8"": 8, ""9"": 5, ""10"": 6}"
1847,1847,True,,gemm\random\mappings\sample_1847_seed_1847.csv,5.99823399476925,328.59778176293,1.5533728638411728,2,0.0001665966,0.444543359375,139264.0,24576.0,1.8216623685776632,0.0017961456054572643,True,vec,16,"{""1"": 1, ""2"": 15, ""3"": 4, ""4"": 7, ""5"": 7, ""6"": 15, ""7"": 14, ""8"": 10, ""9"": 12, ""10"": 8}"
1848,1848,True,,gemm\random\mappings\sample_1848_seed_1848.csv,6.117643515965017,327.48721665512,1.5245022583839785,2,0.0001661807,0.22186379166666878,125952.0,34816.0,1.9740130926403492,0.0017868542006709552,True,vec,16,"{""1"": 15, ""2"": 1, ""3"": 13, ""4"": 12, ""5"": 13, ""6"": 2, ""7"": 3, ""8"": 8, ""9"": 8, ""10"": 8}"
1849,1849,True,,gemm\random\mappings\sample_1849_seed_1849.csv,5.25746021826927,328.2975520438,1.8585228742083355,3,0.0001187907,0.7665116822916688,98304.0,16384.0,1.5677444951398531,0.0015446407676685113,True,vec,16,"{""1"": 9, ""2"": 2, ""3"": 13, ""4"": 0, ""5"": 12, ""6"": 3, ""7"": 2, ""8"": 0, ""9"": 6, ""10"": 1}"
1850,1850,True,,gemm\random\mappings\sample_1850_seed_1850.csv,5.0547016979467925,326.44404414039,1.5976823293700462,0,0.000116613,0.0,128000.0,26624.0,2.3548899027970642,0.001517362154354772,True,vec,16,"{""1"": 0, ""2"": 6, ""3"": 11, ""4"": 0, ""5"": 10, ""6"": 7, ""7"": 0, ""8"": 9, ""9"": 10, ""10"": 0}"
1851,1851,True,,gemm\random\mappings\sample_1851_seed_1851.csv,4.969304458980371,327.55788024424,1.465154601748652,1,0.0001181688,0.159705,140288.0,26624.0,0.8059908748264233,0.0015285395529385732,True,vec,16,"{""1"": 12, ""2"": 3, ""3"": 2, ""4"": 4, ""5"": 13, ""6"": 1, ""7"": 6, ""8"": 14, ""9"": 8, ""10"": 10}"
1852,1852,True,,gemm\random\mappings\sample_1852_seed_1852.csv,5.0802188234876215,326.38243995389,1.2524278439385426,0,0.0001666829,0.0,114688.0,20480.0,1.6693116445149772,0.0017833514271368102,True,vec,16,"{""1"": 2, ""2"": 1, ""3"": 11, ""4"": 8, ""5"": 11, ""6"": 5, ""7"": 10, ""8"": 9, ""9"": 9, ""10"": 3}"
1853,1853,True,,gemm\random\mappings\sample_1853_seed_1853.csv,5.253431612654642,326.50657770252,1.414585090991522,0,0.0001466489,0.0,134144.0,32768.0,1.0345169609204523,0.001677676228981561,True,vec,16,"{""1"": 7, ""2"": 13, ""3"": 10, ""4"": 0, ""5"": 9, ""6"": 8, ""7"": 5, ""8"": 3, ""9"": 8, ""10"": 2}"
1854,1854,True,,gemm\random\mappings\sample_1854_seed_1854.csv,4.608060024830936,327.24040803126,1.6442957131115121,1,0.000117003,0.020839791666666878,77824.0,17408.0,1.5296568141241818,0.0015201519645259482,True,vec,16,"{""1"": 10, ""2"": 5, ""3"": 7, ""4"": 15, ""5"": 10, ""6"": 5, ""7"": 3, ""8"": 8, ""9"": 4, ""10"": 3}"
1855,1855,True,,gemm\random\mappings\sample_1855_seed_1855.csv,5.484820284792665,328.12627705699,1.498000819624396,2,0.000168779,0.1958812291666669,92160.0,16384.0,1.9359254116246776,0.001803807108456089,True,vec,16,"{""1"": 9, ""2"": 12, ""3"": 1, ""4"": 14, ""5"": 12, ""6"": 13, ""7"": 3, ""8"": 9, ""9"": 13, ""10"": 3}"
1856,1856,True,,gemm\random\mappings\sample_1856_seed_1856.csv,5.138284491332727,326.04314856412,1.382932524595069,0,0.0001468427,0.0,121856.0,26624.0,1.8724459432652252,0.001678297727389939,True,vec,16,"{""1"": 15, ""2"": 8, ""3"": 6, ""4"": 7, ""5"": 13, ""6"": 13, ""7"": 13, ""8"": 11, ""9"": 0, ""10"": 15}"
1857,1857,True,,gemm\random\mappings\sample_1857_seed_1857.csv,4.907441107232931,326.0664770335,1.2334165062553033,0,0.0001666327,0.0,57344.0,20480.0,2.075580242015473,0.0017824417652628666,True,vec,16,"{""1"": 6, ""2"": 10, ""3"": 7, ""4"": 5, ""5"": 7, ""6"": 8, ""7"": 2, ""8"": 5, ""9"": 13, ""10"": 10}"
1858,1858,True,,gemm\random\mappings\sample_1858_seed_1858.csv,5.146862138690041,327.62432591439,1.5133322221922094,1,0.000147465,0.1066728125,116736.0,18432.0,1.5550486014679628,0.001685387447922655,True,vec,16,"{""1"": 14, ""2"": 12, ""3"": 14, ""4"": 2, ""5"": 4, ""6"": 0, ""7"": 0, ""8"": 9, ""9"": 1, ""10"": 14}"
1859,1859,True,,gemm\random\mappings\sample_1859_seed_1859.csv,4.9468207658323395,326.33213040318,1.2923613729998795,0,0.0001464907,0.0,109568.0,26624.0,1.2884348343582623,0.0016757590481401578,True,vec,16,"{""1"": 11, ""2"": 14, ""3"": 8, ""4"": 7, ""5"": 4, ""6"": 6, ""7"": 0, ""8"": 10, ""9"": 10, ""10"": 7}"
1860,1860,True,,gemm\random\mappings\sample_1860_seed_1860.csv,5.685609789948823,326.73382079592,1.472501887963628,0,0.0001665649,0.0,137216.0,32768.0,1.6693116445149772,0.0017847086021895054,True,vec,16,"{""1"": 11, ""2"": 12, ""3"": 14, ""4"": 0, ""5"": 14, ""6"": 8, ""7"": 13, ""8"": 3, ""9"": 3, ""10"": 4}"
1861,1861,True,,gemm\random\mappings\sample_1861_seed_1861.csv,5.058553052652018,327.84661451033,1.7194210692126155,1,0.0001177907,0.1054628125,107520.0,26624.0,1.1868676849831383,0.0015281190049716274,True,vec,16,"{""1"": 15, ""2"": 9, ""3"": 3, ""4"": 14, ""5"": 12, ""6"": 0, ""7"": 3, ""8"": 7, ""9"": 5, ""10"": 1}"
1862,1862,True,,gemm\random\mappings\sample_1862_seed_1862.csv,5.061434643410675,326.15855053324,1.2780883271350116,0,0.0001665827,0.0,83968.0,24576.0,1.5931362824836341,0.0017824398080053688,True,vec,16,"{""1"": 8, ""2"": 14, ""3"": 14, ""4"": 9, ""5"": 4, ""6"": 2, ""7"": 13, ""8"": 10, ""9"": 5, ""10"": 5}"
1863,1863,True,,gemm\random\mappings\sample_1863_seed_1863.csv,5.159910688836014,325.41891256638,1.2683301681095764,0,0.0001666168,0.0,125952.0,24576.0,1.6693116445149772,0.001781819787606379,True,vec,16,"{""1"": 12, ""2"": 5, ""3"": 7, ""4"": 5, ""5"": 8, ""6"": 9, ""7"": 9, ""8"": 2, ""9"": 11, ""10"": 14}"
